id,level,chapter,section,requirement,applicability,rationale,control,verification_method,evidence,result,gap
v5.0.0-13.1.1,2,Configuration,Configuration Documentation,Verify that all communication needs for the application are documented. This must include external services which the application relies upon and cases where an end user might be able to provide an external location to which the application will then connect.,APPLICABLE,Network dependencies and destination selection documented.,docs/security/ARCHITECTURE_INVENTORY.md; docs/security/THREAT_MODEL.md,Source/document review,docs/security/ARCHITECTURE_INVENTORY.md; docs/security/THREAT_MODEL.md,PASS,
v5.0.0-13.1.2,3,Configuration,Configuration Documentation,"Verify that for each service the application uses, the documentation defines the maximum number of concurrent connections (e.g., connection pool limits) and how the application behaves when that limit is reached, including any fallback or recovery mechanisms, to prevent denial of service conditions.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Configuration Documentation surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.1.3,3,Configuration,Configuration Documentation,"Verify that the application documentation defines resource‑management strategies for every external system or service it uses (e.g., databases, file handles, threads, HTTP connections). This should include resource‑release procedures, timeout settings, failure handling, and where retry logic is implemented, specifying retry limits, delays, and back‑off algorithms. For synchronous HTTP request–response operations it should mandate short timeouts and either disable retries or strictly limit retries to prevent cascading delays and resource exhaustion.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Configuration Documentation surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.1.4,3,Configuration,Configuration Documentation,"Verify that the application's documentation defines the secrets that are critical for the security of the application and a schedule for rotating them, based on the organization's threat model and business requirements.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Configuration Documentation surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.1,2,Configuration,Backend Communication Configuration,"Verify that communications between backend application components that don't support the application's standard user session mechanism, including APIs, middleware, and data layers, are authenticated. Authentication must use individual service accounts, short-term tokens, or certificate-based authentication and not unchanging credentials such as passwords, API keys, or shared accounts with privileged access.",APPLICABLE,Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.2,2,Configuration,Backend Communication Configuration,"Verify that communications between backend application components, including local or operating system services, APIs, middleware, and data layers, are performed with accounts assigned the least necessary privileges.",APPLICABLE,Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.3,2,Configuration,Backend Communication Configuration,"Verify that if a credential has to be used for service authentication, the credential being used by the consumer is not a default credential (e.g., root/root or admin/admin).",APPLICABLE,Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.4,2,Configuration,Backend Communication Configuration,"Verify that an allowlist is used to define the external resources or systems with which the application is permitted to communicate (e.g., for outbound requests, data loads, or file access). This allowlist can be implemented at the application layer, web server, firewall, or a combination of different layers.",APPLICABLE,Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.5,2,Configuration,Backend Communication Configuration,Verify that the web or application server is configured with an allowlist of resources or systems to which the server can send requests or load data or files from.,APPLICABLE,Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.2.6,3,Configuration,Backend Communication Configuration,"Verify that where the application connects to separate services, it follows the documented configuration for each connection, such as maximum parallel connections, behavior when maximum allowed connections is reached, connection timeouts, and retry strategies.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Backend Communication Configuration surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.3.1,2,Configuration,Secret Management,"Verify that a secrets management solution, such as a key vault, is used to securely create, store, control access to, and destroy backend secrets. These could include passwords, key material, integrations with databases and third-party systems, keys and seeds for time-based tokens, other internal secrets, and API keys. Secrets must not be included in application source code or included in build artifacts. For an L3 application, this must involve a hardware-backed solution such as an HSM.",APPLICABLE,"OpenAI credential uses native keyring, fail-closed with no plaintext fallback.",backend/privacy.py; tests/security/test_controls.py::test_credential_backend_fails_closed,Source/document review and existing regression (execution status in release evidence),backend/privacy.py; tests/security/test_controls.py::test_credential_backend_fails_closed,PASS,
v5.0.0-13.3.2,2,Configuration,Secret Management,Verify that access to secret assets adheres to the principle of least privilege.,APPLICABLE,Requirement applies to the Secret Management surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.3.3,3,Configuration,Secret Management,Verify that all cryptographic operations are performed using an isolated security module (such as a vault or hardware security module) to securely manage and protect key material from exposure outside of the security module.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secret Management surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.3.4,3,Configuration,Secret Management,Verify that secrets are configured to expire and be rotated based on the application's documentation.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secret Management surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.1,1,Configuration,Unintended Information Leakage,"Verify that the application is deployed either without any source control metadata, including the .git or .svn folders, or in a way that these folders are inaccessible both externally and to the application itself.",APPLICABLE,Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.2,2,Configuration,Unintended Information Leakage,Verify that debug modes are disabled for all components in production environments to prevent exposure of debugging features and information leakage.,APPLICABLE,Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.3,2,Configuration,Unintended Information Leakage,Verify that web servers do not expose directory listings to clients unless explicitly intended.,APPLICABLE,StaticFiles disables directory listings; download endpoint restricts existing allowed file types.,backend/main.py,Source/document review,backend/main.py,PASS,
v5.0.0-13.4.4,2,Configuration,Unintended Information Leakage,"Verify that using the HTTP TRACE method is not supported in production environments, to avoid potential information leakage.",APPLICABLE,Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.5,2,Configuration,Unintended Information Leakage,Verify that documentation (such as for internal APIs) and monitoring endpoints are not exposed unless explicitly intended.,APPLICABLE,Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.6,3,Configuration,Unintended Information Leakage,Verify that the application does not expose detailed version information of backend components.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-13.4.7,3,Configuration,Unintended Information Leakage,"Verify that the web tier is configured to only serve files with specific file extensions to prevent unintentional information, configuration, and source code leakage.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Unintended Information Leakage surface; Configuration hardening and complete resource allowlists need review.,backend/main.py; backend/privacy.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/main.py; backend/privacy.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. Configuration hardening and complete resource allowlists need review.
v5.0.0-14.1.1,2,Data Protection,Data Protection Documentation,"Verify that all sensitive data created and processed by the application has been identified and classified into protection levels. This includes data that is only encoded and therefore easily decoded, such as Base64 strings or the plaintext payload inside a JWT. Protection levels need to take into account any data protection and privacy regulations and standards which the application is required to comply with.",APPLICABLE,Private/secret/operational/public-reviewed assets classified. No legal compliance claim.,docs/security/DATA_PROTECTION.md,Source/document review,docs/security/DATA_PROTECTION.md,PASS,
v5.0.0-14.1.2,2,Data Protection,Data Protection Documentation,"Verify that all sensitive data protection levels have a documented set of protection requirements. This must include (but not be limited to) requirements related to general encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, database-level encryption, privacy and privacy-enhancing technologies to be used, and other confidentiality requirements.",APPLICABLE,"Protection and retention requirements documented by class, with gaps disclosed.",docs/security/DATA_PROTECTION.md,Source/document review,docs/security/DATA_PROTECTION.md,PASS,
v5.0.0-14.2.1,1,Data Protection,General Data Protection,"Verify that sensitive data is only sent to the server in the HTTP message body or header fields, and that the URL and query string do not contain sensitive information, such as an API key or session token.",APPLICABLE,Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.2,2,Data Protection,General Data Protection,"Verify that the application prevents sensitive data from being cached in server components, such as load balancers and application caches, or ensures that the data is securely purged after use.",APPLICABLE,Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.3,2,Data Protection,General Data Protection,"Verify that defined sensitive data is not sent to untrusted parties (e.g., user trackers) to prevent unwanted collection of data outside of the application's control.",APPLICABLE,Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.4,2,Data Protection,General Data Protection,"Verify that controls around sensitive data related to encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, privacy and privacy-enhancing technologies, are implemented as defined in the documentation for the specific data's protection level.",APPLICABLE,Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.5,3,Data Protection,General Data Protection,"Verify that caching mechanisms are configured to only cache responses which have the expected content type for that resource and do not contain sensitive, dynamic content. The web server should return a 404 or 302 response when a non-existent file is accessed rather than returning a different, valid file. This should prevent Web Cache Deception attacks.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,L3 not verified; no L3 claim. Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.6,3,Data Protection,General Data Protection,"Verify that the application only returns the minimum required sensitive data for the application's functionality. For example, only returning some of the digits of a credit card number and not the full number. If the complete data is required, it should be masked in the user interface unless the user specifically views it.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,L3 not verified; no L3 claim. Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.7,3,Data Protection,General Data Protection,"Verify that sensitive information is subject to data retention classification, ensuring that outdated or unnecessary data is deleted automatically, on a defined schedule, or as the situation requires.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,L3 not verified; no L3 claim. Full storage/retention and browser termination verification incomplete.
v5.0.0-14.2.8,3,Data Protection,General Data Protection,Verify that sensitive information is removed from the metadata of user-submitted files unless storage is consented to by the user.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the General Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,L3 not verified; no L3 claim. Full storage/retention and browser termination verification incomplete.
v5.0.0-14.3.1,1,Data Protection,Client-side Data Protection,"Verify that authenticated data is cleared from client storage, such as the browser DOM, after the client or session is terminated. The 'Clear-Site-Data' HTTP response header field may be able to help with this but the client-side should also be able to clear up if the server connection is not available when the session is terminated.",APPLICABLE,Private DOM state persists on disconnect; no application termination/logout cleanup is implemented.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,FAIL,Private DOM state persists on disconnect; no application termination/logout cleanup is implemented.
v5.0.0-14.3.2,2,Data Protection,Client-side Data Protection,"Verify that the application sets sufficient anti-caching HTTP response header fields (i.e., Cache-Control: no-store) so that sensitive data is not cached in browsers.",APPLICABLE,Requirement applies to the Client-side Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-14.3.3,2,Data Protection,Client-side Data Protection,"Verify that data stored in browser storage (such as localStorage, sessionStorage, IndexedDB, or cookies) does not contain sensitive data, with the exception of session tokens.",APPLICABLE,Requirement applies to the Client-side Data Protection surface; Full storage/retention and browser termination verification incomplete.,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,Source review; additional requirement-specific verification required,backend/privacy.py; frontend/src/main.tsx; backend/security_events.py,PARTIAL,Full storage/retention and browser termination verification incomplete.
v5.0.0-15.1.1,1,Secure Coding and Architecture,Secure Coding and Architecture Documentation,"Verify that application documentation defines risk based remediation time frames for 3rd party component versions with vulnerabilities and for updating libraries in general, to minimize the risk from these components.",APPLICABLE,Dependency review/remediation targets documented.,docs/security/VULNERABILITY_MANAGEMENT.md,Source/document review,docs/security/VULNERABILITY_MANAGEMENT.md,PASS,
v5.0.0-15.1.2,2,Secure Coding and Architecture,Secure Coding and Architecture Documentation,"Verify that an inventory catalog, such as software bill of materials (SBOM), is maintained of all third-party libraries in use, including verifying that components come from pre-defined, trusted, and continually maintained repositories.",APPLICABLE,Requirement applies to the Secure Coding and Architecture Documentation surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.1.3,2,Secure Coding and Architecture,Secure Coding and Architecture Documentation,"Verify that the application documentation identifies functionality which is time-consuming or resource-demanding. This must include how to prevent a loss of availability due to overusing this functionality and how to avoid a situation where building a response takes longer than the consumer's timeout. Potential defenses may include asynchronous processing, using queues, and limiting parallel processes per user and per application.",APPLICABLE,Requirement applies to the Secure Coding and Architecture Documentation surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.1.4,3,Secure Coding and Architecture,Secure Coding and Architecture Documentation,"Verify that application documentation highlights third-party libraries which are considered to be ""risky components"".",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secure Coding and Architecture Documentation surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.1.5,3,Secure Coding and Architecture,Secure Coding and Architecture Documentation,"Verify that application documentation highlights parts of the application where ""dangerous functionality"" is being used.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secure Coding and Architecture Documentation surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.2.1,1,Secure Coding and Architecture,Security Architecture and Dependencies,Verify that the application only contains components which have not breached the documented update and remediation time frames.,APPLICABLE,Requirement applies to the Security Architecture and Dependencies surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.2.2,2,Secure Coding and Architecture,Security Architecture and Dependencies,"Verify that the application has implemented defenses against loss of availability due to functionality which is time-consuming or resource-demanding, based on the documented security decisions and strategies for this.",APPLICABLE,Requirement applies to the Security Architecture and Dependencies surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.2.3,2,Secure Coding and Architecture,Security Architecture and Dependencies,"Verify that the production environment only includes functionality that is required for the application to function, and does not expose extraneous functionality such as test code, sample snippets, and development functionality.",APPLICABLE,Requirement applies to the Security Architecture and Dependencies surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.2.4,3,Secure Coding and Architecture,Security Architecture and Dependencies,"Verify that third-party components and all of their transitive dependencies are included from the expected repository, whether internally owned or an external source, and that there is no risk of a dependency confusion attack.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Security Architecture and Dependencies surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.2.5,3,Secure Coding and Architecture,Security Architecture and Dependencies,"Verify that the application implements additional protections around parts of the application which are documented as containing ""dangerous functionality"" or using third-party libraries considered to be ""risky components"". This could include techniques such as sandboxing, encapsulation, containerization or network level isolation to delay and deter attackers who compromise one part of an application from pivoting elsewhere in the application.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Security Architecture and Dependencies surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.1,1,Secure Coding and Architecture,Defensive Coding,"Verify that the application only returns the required subset of fields from a data object. For example, it should not return an entire data object, as some individual fields should not be accessible to users.",APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.2,2,Secure Coding and Architecture,Defensive Coding,"Verify that where the application backend makes calls to external URLs, it is configured to not follow redirects unless it is intended functionality.",APPLICABLE,Redirects are disabled by default and explicitly revalidated for job fetching.,backend/adapters.py; tests/security/test_release_controls.py::test_redirect_private_destination_never_requested,Source/document review and existing regression (execution status in release evidence),backend/adapters.py; tests/security/test_release_controls.py::test_redirect_private_destination_never_requested,PASS,
v5.0.0-15.3.3,2,Secure Coding and Architecture,Defensive Coding,"Verify that the application has countermeasures to protect against mass assignment attacks by limiting allowed fields per controller and action, e.g., it is not possible to insert or update a field value when it was not intended to be part of that action.",APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.4,2,Secure Coding and Architecture,Defensive Coding,"Verify that all proxying and middleware components transfer the user's original IP address correctly using trusted data fields that cannot be manipulated by the end user, and the application and web server use this correct value for logging and security decisions such as rate limiting, taking into account that even the original IP address may not be reliable due to dynamic IPs, VPNs, or corporate firewalls.",APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.5,2,Secure Coding and Architecture,Defensive Coding,Verify that the application explicitly ensures that variables are of the correct type and performs strict equality and comparator operations. This is to avoid type juggling or type confusion vulnerabilities caused by the application code making an assumption about a variable type.,APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.6,2,Secure Coding and Architecture,Defensive Coding,"Verify that JavaScript code is written in a way that prevents prototype pollution, for example, by using Set() or Map() instead of object literals.",APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.3.7,2,Secure Coding and Architecture,Defensive Coding,"Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (query string, body parameters, cookies, or header fields).",APPLICABLE,Requirement applies to the Defensive Coding surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.4.1,3,Secure Coding and Architecture,Safe Concurrency,"Verify that shared objects in multi-threaded code (such as caches, files, or in-memory objects accessed by multiple threads) are accessed safely by using thread-safe types and synchronization mechanisms like locks or semaphores to avoid race conditions and data corruption.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Safe Concurrency surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.4.2,3,Secure Coding and Architecture,Safe Concurrency,"Verify that checks on a resource's state, such as its existence or permissions, and the actions that depend on them are performed as a single atomic operation to prevent time-of-check to time-of-use (TOCTOU) race conditions. For example, checking if a file exists before opening it, or verifying a user’s access before granting it.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Safe Concurrency surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
v5.0.0-15.4.3,3,Secure Coding and Architecture,Safe Concurrency,"Verify that locks are used consistently to avoid threads getting stuck, whether by waiting on each other or retrying endlessly, and that locking logic stays within the code responsible for managing the resource to ensure locks cannot be inadvertently or maliciously modified by external classes or code.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Safe Concurrency surface; Field selection/mass assignment and resource limits need complete review; remote checks pending.,backend/main.py; backend/providers.py; requirements.lock.txt,Source review; additional requirement-specific verification required,backend/main.py; backend/providers.py; requirements.lock.txt,PARTIAL,L3 not verified; no L3 claim. Field selection/mass assignment and resource limits need complete review; remote checks pending.
